id_projeto,id_receita,ds_tipo_arrecadacao,ds_receita,vl_unitario,nr_quantidade,vl_receita,fl_fonte_recurso,tp_recurso,nm_instituicao,fl_orgao_publico
14201,3643,,"Valor destinado a manutenção dos serviços do CRAM-FURG em prontidão.",5311239.68,1.00,5311239.68,T,E,"Superintendência do Porto do Rio Grande",S
14203,3644,,"Recurso da comunidade europeia",4000000.00,1.00,4000000.00,T,E,"European Comission",S
14232,3653,,"Recurso proveniente de seleção do Edital FAPERGS 04/2019 recém doutor",10000.00,1.00,10000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14236,3654,,"Recurso oriundo do edital recém doutor número 10/2021",21000.00,1.00,21000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14244,3655,,"Recurso concedido via chamada CNPq/MCTI Nº 10/2021",12900.00,1.00,12900.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14244,3656,,"Recurso concedido via chamada CNPq/MCTI Nº 10/2021 BOLSAS DE LONGA DURAÇÃO: R$ 13.800,00 Modalidade: Iniciação Científica Júnior - ICJDuração:12 Meses Quantidade: 6 Modalidade: Apoio Técnico em Extensão no País - ATP - A Duração: 6 Meses Quantidade:2",13800.00,1.00,13800.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14301,3668,,"emenda parlamentar",100000.00,1.00,100000.00,T,E,"Ministério da Educação",S
14305,3669,,"Recursos oriundos de dotação orçamentária da SMS de São José do Norte.",99239.27,1.00,99239.27,T,E,"Prefeitura de São José do Norte",S
14323,3671,,"Recursos necessários para a realização do projeto",5500584.21,1.00,5500584.21,T,E,"TRIDENT ENERGY DO BRASIL LTDA",N
14364,3686,,"Laboratório de Genética com termociclador, banho maria, capela, fluxo laminar, microcentrífuga, fonte de eletroforese, cuba de eletroforese, microscópio de fluorescência, geladeira, freezer.",100000.00,1.00,100000.00,C,,,
14364,3687,,"PRONEX/FAPERGS PROCESSO No 16/2551-0000485-4",24300.00,1.00,24300.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14378,3688,,"Recurso para cobrir as despesas com pessoal (para aplicação dos quetionários, realização das entrevistas e digitação dos dados), com deslocamento para o município, com alimentação da equipe de pesquisadores e com material de consumo.",16000.00,1.00,16000.00,T,E,"Prefeitura Municipal de São José do Norte - Secretaria Municipal da Saúde e Assistência Social",S
14379,3689,"Prestação de Serviço","Arrecadação com as saídas das embarcações/projetos",900000.00,1.00,900000.00,A,,,
14379,3690,,FURG,2387804.35,1.00,2387804.35,I,,,
14382,3692,,"Chamada CNPq Nº 4/2021 - Bolsas de Produtividade em Pesquisa - PQ - Processo: 315692/2021-9Modalidade/Nível: PQ-2",39600.00,1.00,39600.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14398,3693,Matricula,"Pagamento do Sindireceita",759850.00,1.00,759850.00,A,,,
14419,3694,,"Recurso provenientes do EDITAL DE FOMENTO DE AÇÕES DE EXTENSÃO UNIVERSITÁRIA/ PROEXC -Nº 01/2021",4000.00,1.00,4000.00,I,,,
14427,3695,,"Relativo a edital universal 2018.R$ 5.000,00 de capital e R$ 10.000,00 de custeio.",15000.00,1.00,15000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14434,3696,,"EDITAL FAPERGS 10/2020 - AUXÍLIO RECÉM-DOUTOR - ARD",20000.00,1.00,20000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14451,3697,,"Recursos Oriundos dos repasses dos Municípios para subsídio das matrículas do curso, sendo R$ 1.440,00 por aluno, a serem pagos em 17x.",144000.00,1.00,144000.00,T,E,"Associação dos Municípios da Zonal Sul",S
14468,3706,"Prestação de Serviço","aluguel de bancas completas",1020.00,6.00,6120.00,A,,,
14468,3707,"Prestação de Serviço","aluguel de bancas simples",870.00,13.00,11310.00,A,,,
14468,3708,"Prestação de Serviço","espaço agricultura familiar",400.00,1.00,400.00,A,,,
14468,3709,"Prestação de Serviço","espaços de alimentação",800.00,2.00,1600.00,A,,,
14468,3710,,Patrocínio,50000.00,1.00,50000.00,T,E,"Superintendência do Porto do Rio Grande",S
14468,3711,,"Recursos a captar junto a patrocinadores",50000.00,1.00,50000.00,T,E,"Patrocínio - recursos a captar",N
14474,3712,,"Capital (R$ 5400) e custeio (R$ 24500)",29900.00,1.00,29900.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14478,3713,,"Saldo devolvido de projeto via FAURG",77118.00,1.00,77118.00,I,,,
14479,3714,,"Destinado a compra de material permanente, material de consumo, despesa de transporte e serviços de terceiros.",59977.95,1.00,59977.95,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14484,3716,,"Fomento a ações de extensão",1998.00,1.00,1998.00,I,,,
14485,3717,,"Recurso da PROEXC para Programa de Rádio sobre Extensão Universitária",40000.00,1.00,40000.00,I,,,
14486,3718,,"Desenvolvimento de Programa de Cultura",200000.00,1.00,200000.00,I,,,
14491,3719,,"recurso procedente da prefeitura municipal",35088.54,1.00,35088.54,T,E,"Prefeitura Municipal de Santo Antônio da Patrulha,RS",S
14620,3728,,"Recurso para pagamento de duas bolsas (DTI-C e SET-F) conquistados pela edital Chamada CNPq/MCTI/SEMPI Nº 021/2021RHAE - Recursos Humanos em Áreas Estratégicas",98400.00,1.00,98400.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14633,3729,"Prestação de Serviço","Análises ambientais",60.00,80.00,4800.00,A,,,
14633,3730,"Prestação de Serviço","Análises de água",65.00,9.00,585.00,A,,,
14633,3731,"Prestação de Serviço","Análises químicas de amostras ambientais",42.15,50.00,2107.50,A,,,
14641,3732,,"Estação de trabalho HP Z 620 para geoprocessamento",18000.00,1.00,18000.00,C,,,
14641,3733,,"GPS GARMIN MAP 64 (02 un.)",3000.00,1.00,3000.00,C,,,
14584,3721,,"Recurso destinado a material permanente e custeio.",6259225.11,1.00,6259225.11,T,E,"Ministério da Ciência, Tecnologia e Inovação",S
14584,3722,,"Rendimentos de Aplicação Financeira do Saldo do Projeto",130000.00,1.00,130000.00,T,E,"Fundação de Apoio à Universidade do Rio Grande",N
14594,3723,,"Projeto aprovado no CNPq no Edital Universal 2018",59000.00,1.00,59000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14605,3724,,"Financiamento de projeto P&D.",3317324.93,1.00,3317324.93,T,E,"Petróleo Brasileiro S/A.",S
14610,3725,,"Pagamento de bolsas para desenvolvimento das ações do Movimento Coral em tempos de COVID-19",27200.00,1.00,27200.00,I,,,
14612,3726,,"Pagamento de pessoa jurídica e bolsista",8000.00,1.00,8000.00,I,,,
14613,3727,,"Montante aprovado destinado a execução do projeto.",1424023.76,1.00,1424023.76,T,E,"Superintendência do Porto do Rio Grande",S
14641,3734,,"Maquina fotográfica digital SONY com GPS (02 un.)",2400.00,1.00,2400.00,C,,,
14641,3735,,"Material de consumo (papel, impressões, pranchetas, canetas)",500.00,1.00,500.00,C,,,
14641,3736,,"Recurso proveniente de Termo de Compensação Ambiental (TAC) firmado entre a Secretaria Municipal de Meio Ambiente do Município do Rio Grande (SMMA) e a empresa UVEL UNISUL VEÍCULO LTDA.",51515.00,1.00,51515.00,T,E,"UVEL UNISUL - LTDA.",N
14641,3737,,"Utilização de viatura com para saídas de monitoramento semanais no entorno da APA da Lagoa Verde",6000.00,1.00,6000.00,C,,,
14646,3738,,"recurso disponivel em conta bancária vinculada ao projeto cnpq Processo: 409616/2021-4Chamada CNPq/MCTI/FNDCT Nº 18/2021 - Faixa A - Grupos EmergentesSIGLA: Universal 2021",165000.00,1.00,165000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14647,3739,,"EDITAL FAPERGS 07/2021PROGRAMA PESQUISADOR GAÚCHO - PqG",30000.00,1.00,30000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14648,3740,,"Projeto aprovado no Edital FAPERGS 07/2021 - Pesquisador Gaúcho - PqG e no aguardo da liberação dos recursos",44400.00,1.00,44400.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14666,3742,,"EDITAL FAPERGS 10/2020 - AUXÍLIO RECÉM-DOUTOR - ARDProtocolo: 54607.632.45999.05032021- Material de Consumo: 334,68 reais- Outros Serviços de Terceiros (Pessoa Jurídica - Gráfica):  4.032,00 reais   - Equipamentos e Material Permanente: 16.883,32 reais- Total   21.250,00",21250.00,1.00,21250.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14670,3743,,"Recurso da Prefeitura Municipal do Rio Grande",807893.60,1.00,807893.60,T,E,"Prefeitura Municipal do Rio Grande",S
14676,3744,,"Bolsa de Produditividade em Pesquisa",39600.00,1.00,39600.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14676,3745,,"Edital Pesquisador Gaúcho da FAPERGS. Recurso para compra de dois computadores.",29500.00,1.00,29500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14679,3746,,"Diárias = R$ 960,00Passagens = R$ 540,00Equipamentos e Material Permanente = R$ 14.500,00",16000.00,1.00,16000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14680,3747,,"Os recursos são depositados em conta corrente aberta pela Fapergs no Banrisul e administrada pelo coordenador, divididos em material permanente (40.000), material de consumo (5.000) e serviços de terceiros (5.000)",50000.00,1.00,50000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14683,3748,,"Recursos edital Proexc 01/2021",2000.00,1.00,2000.00,I,,,
14686,3749,,"Pesquisa e desenvolvimento e produtos produzidos pelo processo MIM.",180000.00,1.00,180000.00,T,E,"Tecno-MIM Industria de Injetados Ltda",N
14701,3752,"Prestação de Serviço","Homogeneizador de Alta Pressão",200.00,200.00,40000.00,A,,,
14701,3753,"Prestação de Serviço","Serviço de Microscopia Eletrônica de Transmissão",200.00,400.00,80000.00,A,,,
14701,3754,"Prestação de Serviço","Preparo de amostras para a utilização nas técnicas de microscopia",50.00,60.00,3000.00,A,,,
14701,3755,"Prestação de Serviço","Serviço de Difração de Raios-X: obtenção de dados utilizando a técnica para amostras sólidas ou em pó",120.00,500.00,60000.00,A,,,
14701,3756,"Prestação de Serviço","Serviço de Microscopia Confocal",200.00,100.00,20000.00,A,,,
14701,3757,Inscrição,"Serviço de Microscopia Eletrônica de Varredura e Espectroscopia de Energia Disersiva",200.00,400.00,80000.00,A,,,
14723,3768,,"emenda parlamentar",300000.00,1.00,300000.00,T,E,"Ministério da Educação",S
14719,3765,,"EDITAL PROEXC Nº 02/2022",2000.00,1.00,2000.00,I,,,
14720,3766,,"Recursos PROAP",1604207.19,1.00,1604207.19,I,,,
14720,3767,,"Ressarcimento FAURG",139496.28,1.00,139496.28,I,,,
14756,3779,,"EDITAL - PDE/EPEC Nº 01/2022",4800.00,1.00,4800.00,I,,,
14738,3771,,"Recurso aprovado junto ao Ministério da Ciência, Tecnologia, Inovações e Comunicações para a aquisição de material permanente, de consumo e outras despesas que possibilitem a execução do projeto",1619649.00,1.00,1619649.00,T,E,"Ministério da Ciência, Tecnologia e Inovação",S
14738,3772,,"Rendimentos de aplicação financeira do projeto",151090.79,1.00,151090.79,T,E,"Fundação de Apoio à Universidade do Rio Grande",N
14739,3773,,"R$ 16.355,21 - CapitalR$ 8.844,79 - CusteioR$ 4.800,00 - Bolsa de IC",30000.00,1.00,30000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14741,3774,,"Os recursos previstos no projeto são R$ 38.279,53 para custeio, R$ 29.390,00 para material permanente, e 51.840,00 para 06 bolsas Iniciação ao Extensionismo (IEX).",119509.53,1.00,119509.53,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14780,3782,,"Valor a ser aportado pela empresa contratada com a UE iTec/FURG",74550.96,1.00,74550.96,T,E,"Auros Robotics",N
14780,3783,,"Valor a ser aportado pelo SEBRAE como mecanismo de apoio a empresas contratantes com unidades embrapii",150000.00,1.00,150000.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
14780,3784,,"Valor aportado pela EMBRAPII conforme previsto em convênio com a FURG",136800.00,1.00,136800.00,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",S
14780,3785,,"Valor de contrapartida de horas/pesquisador da UE iTec/FURG",49275.13,1.00,49275.13,C,,,
14784,3786,,"EDITAL PDE/EPEC01/2022",4800.00,1.00,4800.00,I,,,
15400,4047,,"Fomento a ações de extensão",1980.00,1.00,1980.00,I,,,
15425,4050,,"Recurso de Emenda Parlamentar",150000.00,1.00,150000.00,I,,,
15445,4052,,"Bolsa de extensão",2000.00,1.00,2000.00,I,,,
15470,4068,"Prestação de Serviço","Arrendamento de equipamentos do OpenLab",300.00,15.00,4500.00,A,,,
15470,4069,Inscrição,"Incubação na modalidade virtual",2500.00,60.00,150000.00,A,,,
15470,4070,"Prestação de Serviço","Prestação de consultoria",1000.00,5.00,5000.00,A,,,
15470,4071,"Prestação de Serviço","Prestação de Consultoria/Assessorias",500.00,10.00,5000.00,A,,,
15470,4072,Matricula,"Ressarcimento Pós-incubação",500.00,48.00,24000.00,A,,,
15470,4073,"Prestação de Serviço","Taxa de contratação entre empresa incubada e FURG por permissão de uso de espaço laboratorial e/ou de equipamentos",500.00,10.00,5000.00,A,,,
15470,4074,Inscrição,"Taxa de Incubação na modalidade empresa não residente",1500.00,60.00,90000.00,A,,,
15523,4095,,"Serviço de Secretaria do Programa",3600.00,1.00,3600.00,I,,,
15529,4097,,"Ementa parlamentar",100000.00,1.00,100000.00,I,,,
14833,3796,"Prestação de Serviço","Análise de físico-química e microbiológica",1980.00,3.00,5940.00,A,,,
14868,3799,,"R$ 16.900,00 para custeioR$ 6.600,00 para bolsarecurso será utilizado através de cartão pesquisa",23500.00,1.00,23500.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14991,3847,,"Outros serviços de terceiros/PJ",72300.00,1.00,72300.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
14917,3815,,"Recursos para despesas de capital e outras despesas correntes associadas ao Programa de Monitoramento Rede Rio Doce Mar.",15842042.72,1.00,15842042.72,T,E,"Fundação RENOVA",N
14917,3816,,"Recursos para despesas de capital e outras despesas correntes associadas aos anos 2 e 3 do Programa de Monitoramento Rede Rio Doce Mar.",30714184.72,1.00,30714184.72,T,E,"Fundação RENOVA",N
14918,3817,,"Recursos da Fundação Grupo Boticário de Proteção à Natureza destinados à contemplação de programas que visem a conservação da natureza em um valor total de R$429.111,00. Pagamento da taxa administrativa de 15% da FAURG no total de R$64.366,65. Total de repasse: R$493.477,65.",493477.65,1.00,493477.65,T,E,"Fundação Grupo Boticário de Proteção à Natureza",N
14923,3818,,"Recurso da Emenda parlamentar do Deputado Marcon PT/RS",200000.00,1.00,200000.00,T,E,"Ministério da Educação",S
14926,3819,,"Emenda Parlamentar deputado Elvino Bonn Gass",100000.00,1.00,100000.00,T,E,"Ministério da Educação",S
14929,3820,,"2500 USD via edital de fomento",12500.00,1.00,12500.00,T,E,"Institute of Electrical and Electronic Engineers",N
14941,3823,,"Recursos de terceiros - EBR",16900.00,1.00,16900.00,T,E,"Estaleiros do Brasil - LTDA",N
14979,3826,,"Projeto ARD 10/2020",23500.00,1.00,23500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14982,3827,,"Oitocentos e oitenta e seis mil, trezentos e oitenta e seis reais, oitenta centavos",886386.80,1.00,886386.80,T,E,"Superintendência do Porto do Rio Grande",S
14982,3828,,"Recurso Oriundo de Ação Civil Público a ser aplicado exclusivamente nos processo de gestão ambiental do Porto do Rio Grande.",886386.80,1.00,886386.80,T,E,"Superintendência do Porto do Rio Grande",S
14982,3829,,"Recurso oriundo de fundo gerado por ação civil pública para fins de aplicação exclusiva nos processos de gestão ambiental do Porto do Rio Grande.",886386.80,1.00,886386.80,T,E,"Superintendência do Porto do Rio Grande",S
14982,3830,,"Recurso oriundo de fundo gerado por ação civil pública para fins de aplicação exclusiva nos processos de gestão ambiental do Porto do Rio Grande - 5º Aditivo",1177019.06,1.00,1177019.06,T,E,"Superintendência do Porto do Rio Grande",S
14982,3831,,"Resultante de repactuação físico-financeira correspondente a 20% acordada entre as partes.",290632.26,1.00,290632.26,T,E,"Superintendência do Porto do Rio Grande",S
14982,3832,,"Valor referente a aplicação da cláusula de reajuste, conforme termos previstos no contrato.",94462.42,1.00,94462.42,T,E,"Superintendência do Porto do Rio Grande",S
14983,3833,,"Foram solicitados USD 20000,00. Como o repasse é feito em três etapas, foi utilizada uma conversão de 1 USD = R$ 5,00",100000.00,1.00,100000.00,T,E,LACNIC,N
14986,3834,,"Aporte Financeiro",52619.04,1.00,52619.04,T,E,"Prefeitura Municipal de Canguçu",S
14986,3835,,"Recurso para execução das Etapas 08 e 09 referentes à Termo Aditivo ao Convênio.",13150.00,1.00,13150.00,T,E,"Prefeitura Municipal de Canguçu",S
14990,3841,,"Recurso EMBRAPII",146000.00,1.00,146000.00,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",N
14990,3842,,"Recurso próprio para desenvolvimento tecnológico.",71875.00,1.00,71875.00,T,E,"GoAwake Inteligência Artificial",N
14990,3843,,"Recurso proveniente de parceria entre SEBRAE e EMBRAPII",150000.00,1.00,150000.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
14990,3844,,"Recursos Humanos e softwares necessários para execução do projeto.",75347.89,1.00,75347.89,C,,,
14991,3845,,"Contratação de Pessoa Jurídica - Adquirir licença de software de apoio ao gerenciamento da incubadora e monitoramento das empresas incubadas",17500.00,1.00,17500.00,C,,,
14991,3846,,"Diárias (pessoal civil/militar)",2700.00,1.00,2700.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
14991,3848,"Prestação de Serviço","Ressarcimento FAURG",6521.68,1.00,6521.68,A,,,
14993,3849,,"Duzentos e oitenta mil novecentos e oito reais e setenta e seis centavos",280908.76,1.00,280908.76,T,E,"Fundação de Apoio à Universidade do Rio Grande",N
15009,3851,"Prestação de Serviço","Fornecimento do documento de endosso institucional a projetos",4500.00,30.00,135000.00,A,,,
15009,3852,"Prestação de Serviço","Guarda e Gestão de materiais arqueológicos resultantes do fornecimento de endosso institucional",5500.00,50.00,275000.00,A,,,
15034,3853,,"Bolsa de Produtividade em Pesquisa - Nível 1D",57600.00,1.00,57600.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
15036,3854,"Prestação de Serviço","Realização de ensaios mecânicos",100.00,10000.00,1000000.00,A,,,
15062,3867,,"ORÇAMENTODiárias (R$ 4.160,00)Localidade - Pelotas (Embrapa Clima Temperado)Nº de diárias - 13Custo unitário - 320,00 Período: meses (1º ao 2º a 4º); (11º a 13º) e (32º a 34º)Justificativa: Estabelecimento do banco de sementes de T. minuta e apoio à instalação das áreas experimentais (produção de mudas)Gasolina (Litros)   Deslocamento para as áreas experimentais (instalação e monitoramento) localizadas em três unidades de produção familiar orgânicas na zona rural do Município de São Lourenço do Sul (Unidades Experimentais Participativas - UEP)   200 Litros   7,80   1.560,00   ( 2 e 4); (8 e 10); 911 e 13) (14 e 16); (29 e 31) e (32 e 34)Sementes orgânicas de couve, tomate e feijão    Semeadura na entre linha do cultivo e instalação de horta   10 kg   80,00   800,00   (8 e 10); (11 e 13) e (32 a 34)Armadilhas adesivas amarelas (unidade)   Monitoramento de atropodofauna   200 Un   4,00   800,00   (8 e 10); (11 e 13) e (32 a 34)Tecido voile (metros)   Confecção de panos de batida para monitoramento de artropodofauna   30 Metros   15,00   450,00   (8 e 10); (11 e 13) e (32 a 34)Fitilho (rolo de 360 metros)   Para tutoramento do tomateiro   5 Un   15,00   75,00   (8 e 10)Frascos plásticos padronizados   Confecção de sugadores entomológicos   20 Un   3,00   60,00   (8 e 10)Mangueiras plásticas transparentes   Confecção de sugadores entomológicos   5 metros   15,00   75,00   (8 e 10); (11 e 13) e (32 a 34)Bandejas brancas   Triagem do material coletado   10 un   20,00   200,00   (8 e 10)Kit de aspersores para irrigação (completo com mangueiras)   Manutenção dos cultivos   1 Un   500,00   500,00   (8 e 10)Mesa dobrável de alumínio para trabalho de campo   Para auxiliar na organização e análise prévia das coletas em campo   1 Un   400,00   400,00   (8 e 10)Álcool etílico 96% *   Acondicionamento de insetos coletados no campo   10 l   15,00   150,00   (8 e 10)Tubo plástico eppendorf (1000 un)   Acondicionamento de insetos coletados   2 embalagens   100,00   200,00   (8 e 10)",9430.00,1.00,9430.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
15073,3872,,"Aporte EMBRAPII",200000.00,1.00,200000.00,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",N
15073,3873,,"Aporte da Empresa",300000.00,1.00,300000.00,T,E,"Serra Morena",N
15073,3874,,"1 Coordenador , R$ 71,28 /hora , 4 horas/mês , 18 meses",5132.16,1.00,5132.16,C,,,
15073,3875,,"2 Pesquisador Doutor , R$ 86,27 /hora , 7 horas/mês , 18 meses",21740.04,1.00,21740.04,C,,,
15073,3876,,"1 Pesquisador Doutor , R$ 48,08 /hora , 7 horas/mês , 18 meses",6058.08,1.00,6058.08,C,,,
15073,3877,,"1 Direção iTec , R$ 106,44 /hora , 3 horas/mês , 18 meses",5747.76,1.00,5747.76,C,,,
15073,3878,,"1 Coordenação de Recursos Humanos iTec , R$ 86,27 /hora , 4 horas/mês , 18 meses",6211.44,1.00,6211.44,C,,,
15073,3879,,"1 Coordenação de Prospecção , R$ 59,00 /hora , 4 horas/mês , 18 meses",4248.00,1.00,4248.00,C,,,
15073,3880,,"1 Coordenação de Carteira iTec , R$ 71,28 /hora , 4 horas/mês , 18 meses",5132.16,1.00,5132.16,C,,,
15073,3881,,"1 Coordenação Financeira iTec , R$ 68,73 /hora , 4 horas/mês , 18 meses",4948.56,1.00,4948.56,C,,,
15073,3882,,"1 Coordenação de Planejamento iTec , R$ 63,81 /hora , 4 horas/mês , 18 meses",4594.32,1.00,4594.32,C,,,
15073,3883,,"1 Coordenação de Propriedade Intelectual , R$ 68,69 /hora , 4 horas/mês , 18 meses",4945.68,1.00,4945.68,C,,,
15073,3884,,"1 Coordenação de Operações iTec , R$ 82,95 /hora , 16 horas/mês , 18 meses",23889.92,1.00,23889.92,C,,,
15073,3885,,"1 Administrador , R$ 46,58 /hora , 4 horas/mês , 18 meses",3353.76,1.00,3353.76,C,,,
15073,3886,,"1 Técnico Adm. , R$ 15,89 /hora , 4 horas/mês , 18 meses",1144.08,1.00,1144.08,C,,,
15073,3887,,"1 Técnico TI , R$ 19,99 /hora , 4 horas/mês , 17 meses",1359.32,1.00,1359.32,C,,,
15073,3888,,"1 Técnico Lab. , R$ 20,76 /hora , 4 horas/mês , 18 meses",1494.72,1.00,1494.72,C,,,
15372,4033,,"* Bolsas para 3 alunos para a execução do projeto* Bolsa para pesquisador.* Custos do Ressarcimento da FAURG, FURG e IMEF",73445.72,1.00,73445.72,T,E,"Prefeitura de São José do Norte",S
15373,4034,,"Convênio de prestação de serviços não continuados nº 1171/2021 - SUPRG",360906.00,1.00,360906.00,T,E,"Superintendência do Porto do Rio Grande",S
15325,4000,,"Recurso para execução do projeto de elaboração de um sachê biodegradável",54833.55,1.00,54833.55,T,E,"iKnow Who",N
15343,4002,,"Fundo Judicial Oriundo de Ação Civil Pública Destinado a Investimento Exclusiva na Gestão Ambiental do Porto do Rio Grande",413237.20,1.00,413237.20,T,E,"Superintendência do Porto do Rio Grande",S
15412,4048,,"Recurso aprovado no Edital FAPERGS 05/2019 - Programa Pesquisador Gaúcho. Atualmente sendo solicitado alteração de rubrica.",25000.00,1.00,25000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
15453,4053,,"Financiamento para capital e custeio de projeto de pesquisa",1030267.16,1.00,1030267.16,T,E,"Petróleo Brasileiro S/A.",S
15471,4075,,"Ressarcimento FAURG",1478.26,1.00,1478.26,I,,,
15085,3902,,"Contrapartida unidade iTEC/FURG/EMBRAPII",182800.00,1.00,182800.00,C,,,
15085,3903,,"Recurso da empresa CWR para contratação do projeto em modalidade DT/SEBRAE",124200.00,1.00,124200.00,T,E,"CWR TEcnologias em Automações para Elevadores LTDA",N
15085,3904,,"Recurso EMBRAPII para contratação do projeto.",457000.00,1.00,457000.00,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",N
15085,3905,,"Recurso SEBRAE para contratação de projeto  da empresa CWR na modalidade DT",150000.00,1.00,150000.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
15095,3906,,"Recurso do edital - OPAS",59880.00,1.00,59880.00,T,E,"Organização Pan-Americana de Saúde",S
15104,3907,,"Outros Serviços de Terceiros - Pessoa Física",2000.00,1.00,2000.00,I,,,
15108,3909,,"Edital PDE/EPEC No 01/2021 - Bolsa Extensão",4800.00,1.00,4800.00,I,,,
15108,3910,,"EDITAL PROEXC No 01/2021 - Bolsas Extensão",4000.00,1.00,4000.00,I,,,
15118,3911,,"Direção iTEC                         R$118,27 R$/hora 2,350164967   18meses   R$5.003,07Coordenação RH iTEC                  R$95,86  R$/hora 2,350164967   18meses   R$4.055,35Coordenação Prospecção iTEC          R$65,56  R$/hora 2,350164967   18meses   R$2.773,22Coordenação Carteira iTEC            R$79,20  R$/hora 2,350164967   18meses   R$3.350,56Coordenação Financeira iTEC          R$76,37  R$/hora 2,350164967   18meses   R$3.230,54Coordenação Planejamento iTEC        R$70,91  R$/hora 2,350164967   18meses   R$2.999,52Coordenação Propriedade Intelectual  R$76,32  R$/hora 2,350164967   18meses   R$3.228,66Coordenação Operações                R$92,18  R$/hora 11,75082483   18meses   R$19.496,86Coordenação Comunicação                R$6,67   R$/hora 11,75082483   18meses   R$1.410,10Gerência iTEC                        R$0,00   R$/hora 11,75082483   18meses   0,00Gestão Parque Tecnológico Oceantec   R$72,85  R$/hora 2,350164967   18meses   R$3.081,77Gestão Incubadora Innovatio          R$70,98  R$/hora 2,350164967   18meses   R$3.002,48Administradora Escr. Projetos        R$51,76  R$/hora 5,875412417   18meses   R$5.473,72Auxiliar Financeiro Escr. Projetos   R$17,66  R$/hora 5,875412417   18meses   R$1.867,21Apoio Gestão                         R$6,67   R$/hora 11,75082483   18meses   R$1.410,10PESQUISADOR COORD.(Vagner)           R$95,86  R$/hora 4                 18meses R$31.060,06PESQUISADOR FURG (Sebastião)         R$119,36 R$/hora 4                 18meses R$38.673,36PESQUISADOR FURG (Cedenir)           R$21,37  R$/hora 8                 18meses R$13.852,66",143969.22,1.00,143969.22,C,,,
15118,3912,,"Parte apenas da empresa Green Next Automação Ltda",65953.85,1.00,65953.85,T,E,"Green Next",N
15118,3913,,"parte da embrapii",359923.08,1.00,359923.08,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",S
15118,3914,,"parte do sebrae para a empresa Green Next Automação Ltda",150000.00,1.00,150000.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
15119,3915,,"Contrapartida FURG",322738.46,1.00,322738.46,C,,,
15119,3916,,"Desembolso da EMBRAPII",806846.15,1.00,806846.15,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",S
15119,3917,,"Desembolso da empresa",164107.69,1.00,164107.69,T,E,"Tecnologias Médicas Aragão - Eireli",N
